u,v,name,highway,oneway,length,lanes,bridge,ref,junction,maxspeed,tunnel,access,id,cnt,n_id,Ratio
515962403,4056070360,,primary_link,yes,68.416,2,,,,,,,,,262,0.004141299913765949
515962403,5921003579,Πατησίων,primary,yes,44.199,3,,ΕΟ1,,,,,,,263,0.0001136017432703876
515962403,358464213,Ιουλιανού,residential,yes,82.913,,,,,,,,,,264,5.163715603199438e-05
4056070360,358464212,Αλεξάνδρας,primary,yes,31.905,4,,,,50,,,,,265,0.003893441564812376
97788195,411703355,Πατησίων,primary,yes,118.868,2,,,,,,,,,266,0.0
97788195,97788192,Πατησίων,primary,yes,59.479000000000006,3,,ΕΟ1,,,,,,,267,0.01443258511094243
97788195,95663467,Στουρνάρη,secondary,yes,118.503,2,,,,,,,,,268,0.001027579405036688
962356512,97839373,Λιοσίων,secondary,no,85.697,2,,,,30,,,,,269,0.0
97788216,97788210,Βασιλέως Ηρακλείου,secondary,yes,12.301,1,,,,,,,,,270,0.0005989910099711348
97788216,597677303,Πατησίων,primary,yes,52.297,2,,ΕΟ1,,,,,,,271,0.01452036827619682
97788210,97797184,Βασιλέως Ηρακλείου,secondary,yes,83.803,1,,,,,,,,,272,0.003093065646316463
97788210,97797102,Πατησίων,primary,yes,99.95,2,,ΕΟ1,,,,,,,273,0.0046008706024507
358464040,358464177,"['Αλεξάνδρας', 'Μπουμπουλίνας']","['primary', 'tertiary']",yes,163.017,"['3', None, '4']",,,,"[None, '50']",,,,,274,8.778316525439045e-05
358464040,358464027,Αλεξάνδρας,primary,yes,54.233,3,,,,50,,,,,275,0.003785003537145188
633562897,633562896,Ταρελλά,residential,yes,97.985,,,,,,,,,,276,0.0
633562897,7248584892,Μαιζώνος,residential,yes,48.737,,,,,30,,,,,277,0.0
633562902,633562904,Πουκεβίλ,residential,,77.218,,,,,,,,,,278,0.0
633562902,633562900,Πουκεβίλ,residential,,60.658,,,,,,,,,,279,0.0
633562902,95663419,Φαβιέρου,residential,yes,44.293,1,,,,,,,,,280,1.032743120639888e-05
633562904,633562902,Πουκεβίλ,residential,,77.218,,,,,,,,,,281,0.0
635126483,97788471,3ης Σεπτεμβρίου,secondary,yes,40.136,2,,,,,,,,,282,0.005096587300357846
635132981,635132991,"['Αχαρνών', 'Μάγερ']",primary,yes,117.59300000000002,"['2', '1']",,,,,,,,,283,2.581857801599719e-05
688786344,962356738,,primary_link,yes,30.577,1,,,,,,,,,284,5.163715603199438e-05
688786344,962356785,Καποδιστρίου,primary,yes,19.889,1,,,,,,,,,285,0.0001445840368895843
962356738,3879024943,Μάρνη,primary,yes,17.391000000000002,2,,,,,,,,,286,0.0073582947345592
635138665,635138659,Ξούθου,service,,64.13,,,,,,,,,,287,0.0
807999510,250706416,"['Κολοκοτρώνη', 'Χρήστου Λαδά', 'Καρύτση']",residential,yes,148.05100000000002,"['1', None]",,,,,,,,,288,0.0
653971685,653971690,Βησσαρίωνος,residential,yes,91.928,,,,,,,,,,289,3.614600922239607e-05
653971685,250691724,Ομήρου,residential,yes,112.34499999999998,,,,,,,,,,290,0.0006764467440191264
653971690,250698924,Σίνα,residential,yes,111.566,,,,,,,,,,291,0.0001394203212863848
250713539,1609088276,Ακαδημίας,secondary,yes,9.678,2,,,,,,,,,292,0.01137566547384836
1609088276,250700085,Ακαδημίας,secondary,yes,46.924,2,,,,,,,,,293,0.01169065212564353
250700085,250700084,Ακαδημίας,secondary,yes,77.28299999999999,2,,,,,,,,,294,0.01271306781507702
250700085,250707871,Θεμιστοκλέους,residential,yes,88.118,,,,,,,,,,295,0.0001084380276671882
250700084,250700083,Ακαδημίας,secondary,yes,115.07,2,,,,,,,,,296,0.01263561208102902
250700084,388172051,Εμμανουήλ Μπενάκη,residential,yes,43.323,1,,,,,,,,,297,0.0002788406425727697
2372564894,250714050,"['Βερανζέρου', 'Κάνιγγος']",residential,yes,124.141,,,,,,,,,,298,1.032743120639888e-05
2372564894,1609088276,,service,yes,203.64300000000003,,,,,,"[None, 'yes']",,,,299,0.0003304777986047641
962356657,31179466,Μάρνη,primary,yes,8.14,2,,,,,,,,,300,0.0008468493589247079
962356657,95663472,Αχαρνών,primary,yes,98.233,2,,,,,,,,,301,0.0001600751836991826
250706416,807999510,Ανθίμου Γαζή,residential,yes,113.227,,,,,,,,,,302,0.0
250706416,250706414,Κολοκοτρώνη,residential,yes,59.82299999999999,1,,,,,,,,,303,0.0
10174555843,10134034290,Σίνα,residential,yes,112.369,,,,,,,,,,304,0.000211712339731177
10174555843,300400470,Ακαδημίας,secondary,yes,94.661,4,,,,,,,,,305,0.00945476326945817
10174555843,653971690,Σίνα,residential,yes,59.784,,,,,,,,,,306,0.0001084380276671882
10134034290,8446047162,Σόλωνος,secondary,yes,167.82599999999996,2,,,,,,,,,307,0.0001962211929215786
358464177,5581434217,Αλεξάνδρας,primary,yes,87.461,4,,,,50,,,,,308,0.0009088139461631012
961530806,961530639,,primary_link,yes,30.535999999999994,1,,,,,,,,,309,0.0002736769269695702
961530806,597677303,Μάρνη,primary,yes,37.948,3,,,,,,,,,310,0.007528697349464781
961530639,97788213,Πατησίων,primary,yes,61.808,2,,ΕΟ1,,,,,,,311,0.01505223098332636
3879024943,3879024939,Μάρνη,primary,no,10.638,4,,,,,,,,,312,0.007415095606194393
3879024943,962356657,Μάρνη,primary,yes,40.913,2,,,,,,,,,313,0.0009036502305599017
95663461,3879024939,Μάρνη,primary,no,45.307,4,,,,,,,,,314,0.0009139776617663006
95663461,95663433,Αριστοτέλους,tertiary,yes,33.692,1,,,,,,,,,315,0.0005525175695423399
95663461,95663464,Μάρνη,primary,no,34.184,4,,,,,,,,,316,0.007342803587749601
95663464,962356674,Μάρνη,primary,yes,27.972,3,,,,,,,,,317,0.007373785881368798
95663464,95663463,Στουρνάρη,secondary,yes,23.454,2,,,,,,,,,318,0.00137871206605425
95663464,95663461,Μάρνη,primary,no,34.184,4,,,,,,,,,319,0.001053397983052685
962356740,97834761,,primary_link,yes,33.946,1,,,,,,,,,320,0.0
962356740,31179466,Λιοσίων,primary,yes,23.223,2,,,,,,,,,321,0.002731605554092503
962356840,962356674,,primary_link,yes,22.967,1,,,,,,,,,322,5.680087163519382e-05
962356840,95663464,Στουρνάρη,secondary,yes,23.862,2,,,,,,,,,323,0.002468256058329332
962356674,95663392,Μάρνη,primary,yes,98.093,3,,,,,,,,,324,0.007755900836005556
8253823131,962356923,Μάρνη,secondary,yes,38.124,2,,,,,,,,,325,0.007864338863672745
8253823131,95663527,Μάρνη,secondary,no,25.234,4,,,,,,,,,326,0.000836521927718309
962356608,962356671,,primary_link,yes,24.266,1,,,,,,,,,327,0.0
962356608,300398465,Καματερού,primary,yes,29.834,2,,,,,,,,,328,0.003661074362668402
962356671,95663492,Χαλκοκονδύλη,secondary,yes,82.58500000000001,1,,,,,,,,,329,3.614600922239607e-05
2511789008,250691827,Πανεπιστημίου,primary,yes,44.313,3,,,,50,,,,,330,0.0004802255510975477
2511789008,42240105,Βασιλέως Γεωργίου Α',primary,yes,127.988,3,,"['ΕΟ54', None]",,"['30', None]",,,,,331,0.0
5581434217,6910572379,Αλεξάνδρας,primary,yes,13.448,4,,,,50,,,,,332,0.0001549114680959832
358464212,358464177,Μαυροματαίων,secondary,yes,11.922,1,,,,,,,,,333,0.0008107033497023118
358464212,358464049,Αλεξάνδρας,primary,yes,65.846,3,,,,50,,,,,334,0.004084499042130756
5921003579,5581434217,Πατησίων,primary,yes,12.97,3,,ΕΟ1,,,,,,,335,5.163715603199438e-06
5921003579,4056070360,Αλεξάνδρας,primary,yes,50.685,4,,,,50,,,,,336,6.71283028415927e-05
250698926,250699982,Πανεπιστημίου,primary,yes,51.503,4,,,,50,,,,,337,0.01231029799802746
250691827,3339821648,Πανεπιστημίου,primary,yes,42.616,4,,,,50,,,,,338,0.008308418405547895
97788202,97788210,Πατησίων,primary,yes,39.811,2,,,,,,,,,339,0.00717240097284402
95663392,95663402,Μάρνη,primary,yes,41.494,3,,,,,,,,,340,0.00845300244243748
95663392,95663400,3ης Σεπτεμβρίου,secondary,yes,30.713,2,,,,,,,,,341,0.006289405604696915
95663400,95663631,3ης Σεπτεμβρίου,secondary,yes,74.361,2,,,,,,,,,342,0.006057038402552941
95663400,95663398,Αβέρωφ,tertiary,yes,107.505,2,,,,,,,,,343,0.0002375309177471742
95663394,97788216,Ηπείρου,secondary,yes,113.73600000000002,1,,,,,,,,,344,0.001802136745516604
95663394,635126483,3ης Σεπτεμβρίου,secondary,yes,113.855,2,,,,,,,,,345,0.005158551887596239
250702474,250699983,Πανεπιστημίου,primary,no,28.035,4,,,,50,,,,,346,0.0005731724319551376
250702474,250700248,Πανεπιστημίου,primary,yes,133.73700000000002,4,,,,50,,,,,347,0.01203662107105789
300400470,250691755,Ακαδημίας,secondary,yes,80.511,4,,,,,,,,,348,0.008804135103455043
300400470,653971685,Ομήρου,residential,yes,57.711,,,,,,,,,,349,0.0006971016064319242
250699613,250699359,Ακαδημίας,secondary,yes,57.149,4,,,,40,,,,,350,0.01150992207953155
250699613,250698926,Ιπποκράτους,tertiary,yes,178.12,2,,,,,,,,,351,0.0006196458723839326
6220792258,7878279520,Βασιλίσσης Σοφίας,primary,no,9.515,6,,ΕΟ54,,,,,,,352,0.0
6220792258,954712407,Βασιλίσσης Σοφίας,primary,no,134.992,4,,ΕΟ54,,,,,,,353,0.006537263953650489
359096435,1303525204,Καλλιδρομίου,residential,yes,58.746,,,,,,,,,,354,0.0
359096435,97792973,Καλλιδρομίου,residential,,11.318,,,,,,,,,,355,0.0
250700142,250700344,Σταδίου,primary,yes,38.327,3,,ΕΟ1,,,,,,,356,0.0082774361119287
95663467,962356840,Στουρνάρη,secondary,yes,59.535,2,,,,,,,,,357,0.002602512664012517
95663467,95663392,3ης Σεπτεμβρίου,primary,yes,93.866,3,,,,,,,,,358,0.00707945409198643
95663501,95663524,Μαιζώνος,residential,yes,61.036,,,,,,,,,,359,5.163715603199438e-06
95663501,95663502,Μάγερ,tertiary,yes,70.219,1,,,,,,,,,360,2.065486241279775e-05
95663501,2425856882,Μαιζώνος,service,,23.88,,,,,,,,,,361,0.0
250700344,250691664,Σταδίου,primary,yes,127.581,3,,ΕΟ1,,,,,,,362,0.007761064551608756
250700344,250700248,Εμμανουήλ Μπενάκη,residential,yes,118.245,1,,,,,,,,,363,0.000129092890079986
250691724,250698924,Πανεπιστημίου,primary,yes,86.70599999999999,5,,,,50,,,,,364,0.009754258774443738
250691724,250691669,Ομήρου,residential,yes,120.939,,,,,,,,,,365,0.0001445840368895843
962356785,962356657,Καποδιστρίου,primary,yes,6.481,2,,,,,,,,,366,0.000129092890079986
962356785,962356738,Μάρνη,primary,yes,23.109,2,,,,,,,,,367,0.007249856706892011
2313405251,2313405235,,service,,36.989,,,,,,,,,,368,0.0
5370319353,95663499,Μάγερ,tertiary,yes,21.562,1,,,,,,,,,369,1.032743120639888e-05
5370319353,5370319352,,service,,6.073,,,,,,,,,,370,0.0
95663502,95663504,Μάγερ,tertiary,yes,63.424,1,,,,,,,,,371,0.0
95663502,95663418,Φαβιέρου,residential,yes,56.861,1,,,,,,,,,372,0.0002788406425727697
95663426,688786344,Καποδιστρίου,primary,yes,50.085,1,,,,,,,,,373,0.0001962211929215786
95663426,300398465,Αριστοτέλους,tertiary,yes,61.777,1,,,,,,,,,374,0.0005783361475583371
95663543,95663529,Αριστοτέλους,tertiary,yes,74.297,2,,,,,,,,,375,0.0
95663543,358465904,Ηπείρου,secondary,yes,38.867,1,,,,,,,,,376,0.0
95663398,95663463,Αριστοτέλους,tertiary,yes,124.447,2,,,,,,,,,377,0.0004182609638591545
6693545575,411703355,Τοσίτσα,service,,6.574,,,,,,,,,,378,0.0
411703355,6693545575,Τοσίτσα,service,,6.574,,,,,,,,,,379,0.0
411703355,97788202,Πατησίων,primary,yes,115.1,2,,,,,,,,,380,0.0
97797051,97797090,Μετσόβου,residential,yes,46.5,,,,,,,,,,381,1.032743120639888e-05
97797051,358464166,Μπουμπουλίνας,tertiary,yes,53.161,,,,,,,,,,382,2.065486241279775e-05
358464166,358464040,Μπουμπουλίνας,tertiary,yes,48.42,,,,,,,,,,383,2.581857801599719e-05
358464166,358464159,Ιουλιανού,residential,yes,54.54600000000001,,,,,,,,,,384,0.0
2425856881,2425856882,,service,no,19.202,,,,,,,,,,385,0.0
97797102,515962403,Πατησίων,primary,yes,53.642,2,,ΕΟ1,,,,,,,386,0.004445959134354716
597677303,97788202,Μάρνη,primary,yes,17.235,2,,,,,,,,,387,0.007187892119653618
597677303,961530639,Πατησίων,primary,yes,33.69,2,,ΕΟ1,,,,,,,388,0.01456167800102242
7214467394,97846091,"['Σωκράτους', 'Λυκούργου']",residential,yes,167.531,,,,,,,,,,389,0.0002065486241279775
7214467394,11271426328,Παναγή Τσαλδάρη,primary,yes,25.908,3,,ΕΟ56,,50,,,,,390,0.001043070551846286
10134034285,250699613,Ιπποκράτους,tertiary,yes,112.815,2,,,,,,,,,391,0.0002065486241279775
10134034285,250699711,Σόλωνος,secondary,yes,63.138,2,,,,,,,,,392,0.0001342566056831854
250699711,250708641,Σόλωνος,secondary,yes,62.063,2,,,,,,,,,393,0.0001549114680959832
250699711,250699973,Μαυρομιχάλη,residential,yes,90.607,1,,,,,,,,,394,7.745573404799158e-05
250708641,250699973,"['Χαριλάου Τρικούπη', 'Ναυαρίνου']",tertiary,yes,153.598,"['2', '1']",,,,"['30', None]",,,,,395,0.0003872786702399578
250708641,250706958,Σόλωνος,secondary,yes,48.385,2,,,,,,,,,396,0.0004182609638591545
599116897,250699613,Ακαδημίας,secondary,yes,61.521,2,,,,,,,,,397,0.01208825822708988
599116897,250699711,Μαυρομιχάλη,residential,yes,112.645,1,,,,,,,,,398,9.811059646078932e-05
2725672307,2725672310,,service,,8.783,,,,,,,private,,,399,0.0
11271426328,6724001742,"['Παναγή Τσαλδάρη', 'Πλατεία Ομονοίας']",primary,yes,99.899,3,,"['ΕΟ56', None]",,"[None, '50']",,,,,400,0.001678207571039817
11271426328,11271426330,,service,,41.471,,,,,,,no,,,401,0.0
250700248,250700343,Εμμανουήλ Μπενάκη,residential,yes,79.208,1,,,,,,,,,402,2.065486241279775e-05
250700248,250714051,Πανεπιστημίου,primary,yes,132.001,4,,,,50,,,,,403,0.01248586432853624
250691669,250691670,Σταδίου,primary,yes,78.049,3,,ΕΟ1,,,,,,,404,0.005571649135852194
6724001742,363357735,"['Πλατεία Ομονοίας', 'Σταδίου']",primary,yes,111.543,3,,,,,,,,,405,0.002824552434950093
6724001742,97846091,Αθηνάς,tertiary,no,117.185,2,,,,,,,,,406,1.032743120639888e-05
250691739,250691794,Ακαδημίας,secondary,yes,49.981,4,,,,,,,,,407,0.008953882855947826
6910572379,5581434215,Πατησίων,primary,yes,12.939,5,,ΕΟ1,,,,,,,408,0.01268724923706102
250691741,300401174,Σόλωνος,secondary,yes,47.909,2,,,,,,,,,409,0.0
250691741,300401270,Βουκουρεστίου,residential,yes,56.786,,,,,,,,,,410,0.0
4040706197,250691717,,service,,13.506,,,,,,,,,,411,0.0
97792969,97792973,Δεληγιάννη,residential,yes,32.882,,,,,,,,,,412,0.0
97792969,1303525204,Τσαμαδού,residential,yes,50.118,,,,,,,,,,413,0.0
1303525204,250713331,Καλλιδρομίου,residential,yes,57.863,,,,,,,,,,414,0.0
250713331,97788855,Σπύρου Τρικούπη,tertiary,yes,93.225,1,,,,,,,,,415,0.0
250713331,569850326,Σπύρου Τρικούπη,tertiary,,5.188,1,,,,,,,,,416,0.0
5370319352,5370319353,,service,,6.073,,,,,,,,,,417,0.0
5581434215,5921003579,Αλεξάνδρας,primary,yes,13.284,4,,,,50,,,,,418,0.0
5581434215,97788477,Πατησίων,primary,yes,44.583,"['4', '5']",,ΕΟ1,,,,,,,419,0.0128524881363634
250700339,250706959,Σόλωνος,secondary,yes,76.741,2,,,,,,,,,420,0.0001445840368895843
250700339,364104830,Εμμανουήλ Μπενάκη,residential,yes,66.698,1,,,,,,,,,421,1.032743120639888e-05
97788855,97792969,Δεληγιάννη,residential,yes,38.13,,,,,,,,,,422,0.0
95663419,98303817,Φαβιέρου,residential,yes,99.802,1,,,,,,,,,423,0.0001549114680959832
95663419,7248584892,Ακομινάτου,residential,yes,73.398,,,,,30,,,,,424,0.0
7248584892,633562904,Μαιζώνος,residential,yes,64.3,,,,,30,,,,,425,0.0
7248584892,97834909,Ακομινάτου,residential,yes,95.252,,,,,"['30', None]",,,,,426,5.163715603199438e-05
250699973,10134034285,"['Ιπποκράτους', 'Ναυαρίνου']",tertiary,yes,156.076,"['2', '1']",,,,,,,,,427,0.0001549114680959832
7878279520,6220792258,Βασιλίσσης Σοφίας,primary,no,9.515,6,,ΕΟ54,,,,,,,428,0.0
7878279520,952120184,Βασιλίσσης Σοφίας,primary,no,14.533,6,,ΕΟ54,,,,,,,429,0.0
7878279520,7878315704,,service,,20.127,,,,,,,,,,430,0.0
7878315704,7878279520,,service,,20.127,,,,,,,,,,431,0.0
952120184,7878279520,Βασιλίσσης Σοφίας,primary,no,14.533,6,,ΕΟ54,,,,,,,432,0.0
9714370547,9714370549,,service,,17.22,,,,,,,,,,433,0.0
11256819882,11256819883,Μενάνδρου,residential,,45.349,,,,,,,,,,434,0.0
11256886099,11256819886,,service,,98.669,,,,,,,no,,,435,0.0
11271426330,11271426328,,service,,41.471,,,,,,,no,,,436,0.0
