osmid y x
954712407 37.97616958618164 23.73609733581543
95663376 37.985958099365234 23.72592544555664
95663377 37.98539733886719 23.72578430175781
11256819883 37.98493957519531 23.725666046142575
250720872 37.98453521728516 23.725561141967773
95663375 37.986114501953125 23.72492408752441
95663504 37.98613357543945 23.724773406982425
95663374 37.98635482788086 23.72332572937012
633562900 37.98640823364258 23.722984313964844
31179468 37.98564529418945 23.72412109375
95663389 37.98550415039063 23.72505187988281
95663386 37.98521041870117 23.727048873901367
95663423 37.98503494262695 23.728233337402344
31179466 37.9871711730957 23.726682662963867
962356923 37.98712921142578 23.72673225402832
97788213 37.98865509033203 23.730470657348636
95663402 37.988800048828125 23.72949981689453
516020524 37.9864616394043 23.7299919128418
962356679 37.98667526245117 23.72864532470703
95663463 37.9879264831543 23.72771453857422
95663472 37.98808288574219 23.72667694091797
95663490 37.98881912231445 23.725069046020508
97834829 37.98873901367188 23.72513961791992
97834834 37.98804473876953 23.725732803344727
95663474 37.98788833618164 23.72589492797852
3879024939 37.98746490478516 23.72724723815918
95663433 37.98741149902344 23.727588653564453
95663454 37.98722457885742 23.728782653808597
97788192 37.98701858520508 23.730119705200195
6356544246 37.98687744140625 23.73102378845215
95663527 37.98682022094727 23.726131439208984
95663492 37.986515045166016 23.726062774658203
635132991 37.98862838745117 23.72640037536621
97834761 37.98703384399414 23.726451873779297
2425856882 37.98716354370117 23.725706100463867
95663631 37.989501953125 23.72935485839844
95663529 37.989688873291016 23.7281494140625
97788219 37.9894905090332 23.73363304138184
97788477 37.991310119628906 23.731128692626957
97788471 37.99151611328125 23.72983741760254
358465939 37.99163818359375 23.72905731201172
97788686 37.986175537109375 23.731748580932617
97788594 37.986324310302734 23.73088836669922
3731648988 37.98580932617188 23.73076438903809
97788848 37.98932266235352 23.73472023010254
97797086 37.99019241333008 23.73494911193848
358464018 37.99108123779297 23.735170364379883
569850326 37.99011993408203 23.73539161682129
97792973 37.98912811279297 23.735979080200195
358464049 37.99142837524414 23.733041763305664
358464174 37.99101257324219 23.73293685913086
97797093 37.99054336547852 23.732816696166992
97797186 37.99009323120117 23.732704162597656
97797191 37.98968124389648 23.73259925842285
97797196 37.99020767211914 23.731971740722656
97797090 37.99045944213867 23.73333549499512
97797197 37.98959732055664 23.73311996459961
97834824 37.98817443847656 23.72498893737793
97834765 37.987754821777344 23.724876403808597
95663524 37.987335205078125 23.724761962890625
98303817 37.98672103881836 23.724597930908203
95663499 37.98761367797852 23.72572135925293
97834909 37.98836135864258 23.72391891479492
97839373 37.98894882202149 23.724971771240234
5630842135 37.98578643798828 23.72316169738769
6693568141 37.98596954345703 23.72467994689941
844627879 37.98629379272461 23.72523498535156
95663418 37.98656845092773 23.7257022857666
95663385 37.98576736450195 23.727184295654297
635138659 37.98548889160156 23.72711753845215
11256819886 37.98478317260742 23.72694396972656
250720871 37.98432540893555 23.726831436157227
97846091 37.98271179199219 23.727663040161133
633562896 37.98830795288086 23.724218368530277
250706414 37.97735595703125 23.73287582397461
42240105 37.976200103759766 23.734378814697266
250691755 37.97892761230469 23.736486434936523
2313405235 37.97909927368164 23.73681640625
300401360 37.97920227050781 23.73701477050781
250691753 37.97947311401367 23.73753929138184
10134034294 37.980098724365234 23.73703384399414
250714052 37.98595428466797 23.729875564575195
3339821648 37.97688293457031 23.73588752746582
250691717 37.9774055480957 23.736970901489254
250691794 37.9776725769043 23.737525939941406
250691793 37.97751235961914 23.737659454345703
250692062 37.9777717590332 23.73815155029297
250692063 37.978057861328125 23.73868751525879
300401271 37.97866821289063 23.7374210357666
300401270 37.978309631347656 23.737716674804688
250692359 37.97840118408203 23.73692321777344
300401174 37.97895431518555 23.737960815429688
6220792260 37.97729110717773 23.737838745117188
363357735 37.98321533203125 23.728893280029297
250691723 37.97809219360352 23.7348747253418
250691668 37.978702545166016 23.73271942138672
250698924 37.97933578491211 23.73381996154785
250698925 37.98037338256836 23.732912063598636
250699982 37.98149108886719 23.73196220397949
2725672310 37.98102569580078 23.731075286865234
250691665 37.98091506958008 23.730859756469727
250699983 37.98201751708984 23.73151588439941
250699984 37.982421875 23.7323055267334
250699362 37.98291015625 23.733230590820312
250691664 37.98166275024414 23.730205535888672
250691670 37.977500915527344 23.733726501464844
250700343 37.98363494873047 23.73122978210449
250700341 37.98394393920898 23.731809616088867
250707871 37.98430252075195 23.73089408874512
250708099 37.982791900634766 23.73198509216309
250708051 37.9836540222168 23.731281280517575
250700083 37.9832878112793 23.7329216003418
250706958 37.983829498291016 23.734010696411133
388172056 37.98365020751953 23.73367500305176
250709162 37.981422424316406 23.734210968017575
653971361 37.98075485229492 23.734769821166992
262236447 37.98440933227539 23.72822380065918
95663493 37.9860725402832 23.72518920898437
358464027 37.99115753173828 23.73468017578125
9714370549 37.99090576171875 23.734619140625
358464159 37.99073791503906 23.73457908630371
97797081 37.990272521972656 23.73446655273437
97788769 37.98939514160156 23.7342529296875
97797184 37.98979187011719 23.731868743896484
97797098 37.990665435791016 23.732084274291992
358464213 37.99113464355469 23.732200622558597
358465186 37.99207305908203 23.731319427490234
358465410 37.99227523803711 23.730026245117188
358465904 37.99027633666992 23.728744506835938
635126478 37.99123001098633 23.72896385192871
250699359 37.98154067993164 23.734331130981445
8446047162 37.98209381103516 23.73542594909668
300398465 37.986328125 23.72732353210449
250714051 37.983917236328125 23.72938346862793
95663420 37.98615646362305 23.728513717651367
4464395371 37.9848747253418 23.73406219482422
364104830 37.98506164550781 23.733924865722656
